Time [s],Height [m],Velocity [m/s],Thrust [kg],Throttle [%]
0.0,0.162,0.0,1.0601091692917217,100
0.01001001001001001,0.16203562897671453,0.007175916873451778,1.0108165024553952,82.82759999999999
0.02002002002002002,0.16214323738116715,0.014261581843867506,1.0110132695706828,82.84139999999998
0.03003003003003003,0.16232141338889122,0.02130961392297903,1.0111989766636467,82.85443371637709
0.04004004004004004,0.1625684907543979,0.02805832293398215,1.011422094321829,82.87010517972254
0.050050050050050046,0.16288195774598466,0.03449732700030117,1.0116739700649326,82.88781252556574
0.06006006006006006,0.1632594903071819,0.0409074674631385,1.0118057790296617,82.89708571867371
0.07007007007007007,0.16369778931388215,0.04658100100422284,1.011894247372677,82.90331237393117
0.08008008008008008,0.16419367337429744,0.052415574973816464,1.012153233732789,82.92155269742281
0.09009009009009009,0.16474308364550463,0.05731261907591102,1.0123566136847728,82.93588939270208
0.10010010010010009,0.165342253906499,0.06225587929961631,1.01242711262465,82.94086163560287
0.11011011011011011,0.16598628886655362,0.06648544711084327,1.012737428053017,82.96276406588399
0.12012012012012012,0.16667118592099192,0.07011715656727013,1.012921926612964,82.9757986694886
0.13013013013013014,0.16739135157472596,0.07382407717704953,1.0131593100702436,82.99258328041638
0.14014014014014015,0.16814241231746677,0.07606913163098106,1.0132193128875184,82.99682834217886
0.15015015015015015,0.16891899225751736,0.07878837255339535,1.0134497570270116,83.01314098840157
0.16016016016016016,0.16971570147283005,0.08062242083763549,1.0132301257496337,82.99759343307477
0.17017017017017017,0.17052794742228986,0.08135123460943662,1.0138119263535375,83.03880797145217
0.18018018018018017,0.17135007768358337,0.08258129039646991,1.0139699062342293,83.05001548729823
0.19019019019019018,0.17217701312838232,0.0829371590325672,1.0142953546881819,83.0731257415875
0.20020020020020018,0.17300423347468602,0.08218649209077296,1.0141203134668477,83.06069227811655
0.21021021021021022,0.1738268044852145,0.08166074321914897,1.0144308110432916,83.08275335705679
0.22022022022022023,0.1746398049224416,0.08089553759818038,1.0135746827634502,83.02199036639334
0.23023023023023023,0.17543921024468756,0.07910854988100745,1.0147664048159317,83.10662820272904
0.24024024024024024,0.1762211947163712,0.07675385692431123,1.014867274757413,83.11381055915372
0.2502502502502503,0.17698166623148903,0.07476701448230584,1.0153705339707377,83.14968817216194
0.2602602602602603,0.17771721473395763,0.07240583425225013,1.0147877423203058,83.10814727941452
0.2702702702702703,0.1784250554197524,0.06929185238851902,1.0152604845656412,83.14183648391304
0.2802802802802803,0.17910273510962785,0.06580564234605495,1.0133770861662246,83.00799518700552
0.2902902902902903,0.1797477897833832,0.06268706768700433,1.015579579539609,83.16461254956731
0.3003003003003003,0.1803583732387926,0.05943931443510761,1.0155855486487317,83.16503888722033
0.3103103103103103,0.18093328360824315,0.05571889446554392,1.016339833448521,83.21899630608225
0.3203203203203203,0.1814716933355,0.051739129206490625,1.0152176737005427,83.13878300080076
0.3303303303303303,0.18197295442095013,0.048095133535852,1.0159337483808522,83.18992658775997
0.34034034034034033,0.18243677336610103,0.044608667033925985,1.0127291948402692,82.96218261649689
0.35035035035035034,0.182863529528314,0.04090955610755864,1.016259832018432,83.21326556104427
0.36036036036036034,0.1832539336077258,0.037098333972898176,1.016140582913854,83.20472686950902
0.37037037037037035,0.18360889988895898,0.03362459500389971,1.0171765343769195,83.27904496451737
0.38038038038038036,0.18392953731109735,0.030458590001731244,1.0154529675608455,83.15557184190466
0.39039039039039036,0.18421750841949808,0.027267236323124364,1.016467606310552,83.2281529642968
0.40040040040040037,0.18447471269458507,0.024130457527609915,1.0117914709282478,82.89607887116844
0.41041041041041043,0.18470313265201846,0.02141406064442723,1.0168213375855881,83.25352772669254
0.42042042042042044,0.18490491123340558,0.018981065545193326,1.0165623468989335,83.23494551586965
0.43043043043043044,0.185082535430451,0.016624205173457078,1.0178821680364836,83.32984957722964
0.44044044044044045,0.18523857065552018,0.014524744887004969,1.0155424373443684,83.16195993698268
0.45045045045045046,0.18537550545531234,0.012851447530738634,1.0168822346802775,83.25789989134985
0.46046046046046046,0.18549605165758112,0.011336014915669566,1.0106945585292453,82.81905274978631
0.47047047047047047,0.1856029681098327,0.010035808692598024,1.017274414598498,83.2860832654191
0.4804804804804805,0.18569885890340437,0.009143470549780961,1.0168744192579497,83.25733871411745
0.4904904904904905,0.18578640552775014,0.00842922239463932,1.0184705460400587,83.37232724025282
0.5005005005005005,0.1858682716039342,0.007940382303166063,1.01552070295902,83.16040790074673
0.5105105105105106,0.18594690497197136,0.007806387330133516,1.0171925070655214,83.28019332158902
0.5205205205205206,0.18602477416840252,0.007814334339829651,1.0095132791275954,82.73645601093264
0.5305305305305306,0.1861042344908473,0.008066865154243529,1.01762618879097,83.31140210884611
0.5405405405405406,0.18618738004180757,0.008596285367428638,1.0170906458856908,83.27287131437275
0.5505505505505506,0.18627629353184372,0.00919997128644343,1.0189539996275159,83.40730935748644
0.5605605605605606,0.18637282865564475,0.010085517909578198,1.0154071419699193,83.15230081391684
0.5705705705705706,0.1864786080984865,0.011114187722825858,1.0174075136098581,83.2956586565634
0.5805805805805806,0.18659524522470847,0.012177495524424117,1.0082798185916808,82.65059353893768
0.5905905905905906,0.1867239769078885,0.013546615306132593,1.0178818388691442,83.32982584263826
0.6006006006006006,0.18686596623726118,0.014884194747824984,1.0172181082657832,83.28203407993922
0.6106106106106106,0.1870222674102994,0.016299429793276136,1.0193403510543613,83.43531730304375
0.6206206206206206,0.18719349971092528,0.017945949446387183,1.015211090018773,83.13831346669829
0.6306306306306306,0.18738034861369976,0.019419289103607813,1.017532508284699,83.30465584814102
0.6406406406406406,0.18758326522263005,0.021050366073864898,1.0070029913721859,82.56211481498845
0.6506506506506506,0.18780231055328858,0.022780854182925626,1.0180452816655656,83.34161492024626
0.6606606606606606,0.18803769660111003,0.024241324955702463,1.0172603193073217,83.28506953467846
0.6706706706706707,0.18828928910584886,0.025929903178272876,1.01963418509067,83.45664953318847
0.6806806806806807,0.18855667639764354,0.027586320962433342,1.0149366524941488,83.11875222478807
0.6906906906906907,0.18883963478782187,0.028906518434656036,1.0175706956025583,83.30740553123512
0.7007007007007007,0.18913753119502413,0.030492604592049798,1.0056817167683925,82.47097706115201
0.7107107107107107,0.1894495634761115,0.03196206913246586,1.0181196230205896,83.346979824993
0.7207207207207207,0.1897751430279796,0.03303704140557804,1.0172192458417404,83.2821158776216
0.7307307307307307,0.1901132857449112,0.034373065828772385,1.0198383988018318,83.47149133358593
0.7407407407407407,0.19046286422458347,0.03558915780106089,1.0145856859416544,83.09376751215666
0.7507507507507507,0.19082302215491675,0.03635165295058316,1.0175243387650583,83.3040676577461
0.7607607607607607,0.19119260423288495,0.03730297187310437,1.0043121719943326,82.37695080689068
0.7707707707707707,0.19157022460211168,0.038235197104787816,1.0181074732346163,83.34610291074543
0.7807807807807807,0.19195486406891865,0.03867821458315811,1.0170963438039275,83.27328081158724
0.7907907907907907,0.19234536037937774,0.039130188822439314,1.0199551554833381,83.47998285972417
0.8008008008008007,0.1927401866714681,0.03975379075400987,1.0141593236900057,83.06346249108987
0.8108108108108109,0.19313824100757562,0.03993279376616491,1.0173953376817233,83.29478247682187
0.8208208208208209,0.19353845279743745,0.03985473483059558,1.002890891143272,82.27983557527891
0.8308308308308309,0.1939393775906153,0.04009547842768106,1.018011156577812,83.33915281829721
0.8408408408408409,0.1943398499406791,0.04008543330826494,1.016893013260821,83.25867386444439
0.8508508508508509,0.1947389086924651,0.03965321626737176,1.019986353349787,83.48225256009735
0.8608608608608609,0.19513547677345344,0.03935080211576525,1.013658647941415,83.02794065481417
0.8708708708708709,0.19552831219044178,0.03916241664270887,1.0171854969950758,83.27968932291277
0.8808808808808809,0.19591661453110784,0.038587229818999674,1.0014157747373509,82.17952781730659
0.8908908908908909,0.1962996558063364,0.03779266997319574,1.017832841746643,83.32629327417929
0.9009009009009009,0.1966764571099449,0.03732221503902665,1.0166107633113792,83.23841781679269
0.9109109109109109,0.19704629807576435,0.03671662095623339,1.0199338264260465,83.47843131000413
0.9209209209209209,0.1974087186870401,0.035764075338419896,1.0130849318938107,82.98732257323142
0.9309309309309309,0.19776325736252512,0.03487505064601999,1.0168966357540254,83.25893399107034
0.9409409409409409,0.19810927230294323,0.03422506522798423,0.9998861806961227,82.07602478415282
0.950950950950951,0.19844653984805602,0.03333127506016976,1.0175746188928296,83.30768805316526
0.960960960960961,0.19877495847168047,0.03222764948709451,1.0162512482208745,83.21265078915708
0.970970970970971,0.1990943033016074,0.03141017190235513,1.0197994195482947,83.46865739328035
0.980980980980981,0.199404421932252,0.030639516004619883,1.0124396894518761,82.94174881278333
0.990990990990991,0.19970548272982924,0.029624975861823857,1.0165306233952949,83.23267076268954
1.001001001001001,0.19999768973859267,0.02862144983762258,0.998302686171402,81.96940603151046
1.011011011011011,0.2002810537692772,0.027929404273976274,1.0172385432085522,83.28350351855318
1.021021021021021,0.2005558943773626,0.027127000665831763,1.0158162542384146,83.18152471497051
1.031031031031031,0.20082266251068723,0.02616824478010243,1.0195850100988741,83.45307756334768
1.0410410410410411,0.20108171934087352,0.025461702398566717,1.011724650842999,82.89137753300679
1.0510510510510511,0.2013333903838253,0.024885560264001138,1.016089384651764,83.20106215555315
1.0610610610610611,0.20157828271842257,0.024146166273136257,0.9966667822709643,81.85981086474126
1.0710710710710711,0.20181700712171283,0.023449483915861713,1.016826658705979,83.25390971769687
1.0810810810810811,0.20204996697007935,0.023055815052584864,1.0153076727284496,83.14520278807795
1.0910910910910911,0.2022777976954015,0.022588242199811644,1.0192925096207839,83.43184659147168
1.1011011011011012,0.20250121243789593,0.022025569024909805,1.0109417177982791,82.83638062828977
1.1111111111111112,0.20272076506353812,0.02174608197500381,1.0155748933437512,83.16427784993493
1.1211211211211212,0.20293700190311623,0.02154217878662485,0.9949806016192985,81.74741856959102
1.1311311311311312,0.2031506500463701,0.02120165761172868,1.0163410107668882,83.2190806549975
1.1411411411411412,0.20336235796594737,0.021000211094663445,1.014727473885044,83.10385693467909
1.1511511511511512,0.20357257305580967,0.021018823024757185,1.0189238592900718,83.40512633000768
1.1611611611611612,0.2037819542778117,0.020916798850146228,1.0100929199924535,82.77693998572799
1.1711711711711712,0.20399114464826665,0.020804135608192414,1.0149891637111141,83.1224934291277
1.1811811811811812,0.20420052952882362,0.020982623413912674,0.9932467059252449,81.63243318123224
